"age","job","education","marital","default","housing","loan","y"
29,"services","tertiary","single","no","no","no","yes"
52,"services","secondary","married","no","no","no","yes"
36,"student","tertiary","single","no","no","no","yes"
33,"management","tertiary","single","no","no","no","no"
63,"retired","tertiary","married","no","no","no","no"
30,"management","tertiary","single","no","no","no","no"
29,"technician","secondary","married","no","yes","no","no"
61,"retired","secondary","married","no","no","no","no"
50,"management","tertiary","married","no","no","yes","yes"
65,"administration","secondary","married","no","yes","no","no"
54,"administration","secondary","divorced","no","no","no","no"
67,"retired","primary","married","no","no","no","no"
68,"retired","primary","married","no","no","no","no"
74,"retired","tertiary","married","no","no","no","no"
27,"management","tertiary","single","no","no","no","no"
65,"retired","primary","married","no","no","no","yes"
64,"retired","secondary","married","no","no","no","yes"
38,"technician","tertiary","single","no","no","no","no"
42,"blue_collar","secondary","married","no","no","no","no"
30,"administration","secondary","single","no","yes","no","yes"
57,"housemaid","tertiary","married","no","no","no","yes"
31,"management","tertiary","married","no","yes","no","yes"
52,"blue_collar","secondary","married","no","no","no","yes"
25,"management","tertiary","single","no","no","no","no"
36,"management","tertiary","married","no","no","no","yes"
55,"management","tertiary","married","no","no","no","no"
64,"management","tertiary","married","no","no","no","yes"
26,"administration","secondary","single","no","no","no","yes"
51,"self_employed","secondary","single","no","no","no","yes"
72,"retired","secondary","married","no","no","no","yes"
30,"management","tertiary","single","no","no","no","no"
30,"management","tertiary","married","no","no","no","yes"
61,"blue_collar","secondary","married","no","no","no","no"
60,"blue_collar","primary","married","no","no","no","yes"
30,"management","tertiary","single","no","no","no","yes"
39,"management","tertiary","married","no","yes","no","no"
45,"administration","secondary","divorced","no","no","no","yes"
32,"unemployed","tertiary","single","no","yes","no","no"
66,"retired","tertiary","married","no","no","no","yes"
50,"technician","secondary","married","no","no","no","yes"
54,"housemaid","secondary","married","no","yes","no","yes"
28,"student","tertiary","single","no","no","no","no"
35,"administration","tertiary","single","no","no","no","no"
47,"management","tertiary","single","no","no","no","yes"
53,"technician","tertiary","married","no","no","no","yes"
47,"management","tertiary","single","no","no","no","yes"
80,"retired","primary","married","no","no","no","yes"
61,"management","tertiary","married","no","yes","no","yes"
34,"technician","secondary","single","no","yes","no","no"
47,"management","tertiary","married","no","no","no","yes"
36,"technician","tertiary","married","no","no","no","no"
62,"blue_collar","primary","married","no","no","no","no"
30,"technician","secondary","single","no","no","no","yes"
21,"student","primary","single","no","no","no","yes"
56,"retired","primary","married","no","no","no","no"
62,"management","tertiary","married","no","no","no","yes"
37,"management","tertiary","married","no","yes","no","no"
41,"unemployed","tertiary","married","no","no","no","yes"
84,"retired","primary","married","no","no","no","no"
32,"management","tertiary","single","no","yes","no","no"
30,"technician","tertiary","single","no","no","no","no"
33,"management","tertiary","single","no","no","no","no"
49,"management","tertiary","divorced","no","no","no","yes"
26,"technician","secondary","single","no","no","no","yes"
36,"blue_collar","secondary","married","no","no","no","yes"
87,"retired","primary","married","no","no","no","yes"
61,"retired","primary","married","no","no","no","yes"
52,"self_employed","tertiary","married","no","yes","no","no"
47,"unemployed","tertiary","married","no","yes","yes","no"
70,"retired","secondary","married","no","no","no","yes"
60,"management","tertiary","married","no","no","no","yes"
41,"services","tertiary","married","no","no","no","yes"
46,"housemaid","primary","married","no","no","no","yes"
22,"student","secondary","single","no","no","no","yes"
60,"retired","secondary","divorced","no","no","no","yes"
28,"student","tertiary","single","no","no","no","no"
60,"retired","primary","divorced","no","no","no","no"
33,"management","tertiary","married","no","yes","no","no"
37,"management","primary","married","no","no","no","no"
57,"management","tertiary","married","no","yes","no","no"
20,"student","primary","single","no","no","no","no"
33,"management","tertiary","single","no","yes","no","no"
30,"technician","secondary","single","no","no","no","no"
29,"technician","secondary","single","no","no","no","no"
38,"technician","tertiary","married","no","no","no","no"
70,"technician","secondary","married","no","no","no","no"
39,"technician","tertiary","married","no","no","no","no"
51,"technician","secondary","married","no","no","no","no"
32,"management","tertiary","single","no","no","no","no"
65,"retired","primary","married","no","no","no","no"
32,"technician","tertiary","single","no","no","no","no"
29,"student","tertiary","single","no","no","no","no"
54,"technician","secondary","married","no","no","yes","yes"
33,"management","tertiary","single","no","no","no","no"
35,"self_employed","tertiary","single","no","no","no","yes"
32,"student","secondary","married","no","yes","no","no"
26,"administration","tertiary","married","no","no","no","no"
35,"technician","secondary","married","no","yes","no","no"
51,"technician","secondary","married","no","yes","no","no"
58,"administration","secondary","married","no","yes","no","no"
59,"management","secondary","married","no","no","no","yes"
66,"housemaid","primary","married","no","no","no","no"
25,"unemployed","secondary","married","no","yes","no","no"
72,"retired","tertiary","single","no","no","no","no"
55,"management","tertiary","divorced","no","no","no","yes"
35,"management","tertiary","married","no","yes","no","yes"
44,"technician","tertiary","married","no","yes","yes","no"
44,"administration","secondary","married","no","no","no","yes"
48,"management","secondary","married","no","yes","yes","yes"
35,"administration","secondary","divorced","no","yes","no","yes"
37,"management","tertiary","married","no","no","no","yes"
36,"management","tertiary","single","no","yes","no","yes"
52,"administration","secondary","single","no","yes","no","yes"
55,"management","tertiary","single","no","no","no","no"
67,"retired","secondary","divorced","no","no","no","yes"
36,"self_employed","tertiary","married","no","no","no","yes"
64,"retired","primary","married","no","no","no","no"
34,"management","tertiary","single","no","no","no","no"
45,"housemaid","secondary","married","no","no","no","yes"
29,"technician","secondary","single","no","no","no","yes"
40,"blue_collar","secondary","married","no","no","no","no"
33,"services","secondary","married","no","no","no","yes"
62,"housemaid","secondary","married","no","no","no","yes"
27,"management","tertiary","single","no","no","no","yes"
38,"unemployed","tertiary","married","no","yes","no","no"
76,"retired","primary","married","no","no","no","yes"
36,"unemployed","tertiary","married","no","yes","no","no"
18,"student","secondary","single","no","no","no","no"
33,"administration","secondary","married","no","no","no","no"
50,"management","tertiary","married","no","yes","no","no"
31,"management","tertiary","married","no","no","no","no"
69,"technician","tertiary","married","no","no","no","no"
29,"administration","secondary","single","no","no","no","no"
42,"management","tertiary","married","no","no","no","no"
34,"management","tertiary","married","no","no","no","yes"
61,"management","tertiary","married","no","no","no","no"
34,"management","tertiary","married","no","no","no","no"
33,"management","tertiary","single","no","no","no","no"
31,"management","tertiary","single","no","yes","no","no"
49,"technician","secondary","married","no","no","no","no"
42,"management","tertiary","married","no","yes","no","no"
78,"retired","primary","divorced","no","no","no","no"
55,"blue_collar","secondary","married","no","no","no","no"
73,"retired","secondary","married","no","no","no","no"
54,"technician","secondary","married","no","no","no","yes"
78,"retired","tertiary","married","no","no","no","no"
31,"technician","secondary","married","no","no","no","no"
60,"technician","tertiary","married","no","yes","no","no"
67,"retired","primary","married","no","no","no","yes"
24,"technician","secondary","married","no","yes","no","yes"
33,"technician","tertiary","married","no","no","no","yes"
33,"technician","secondary","married","no","no","no","no"
53,"administration","secondary","married","no","no","no","yes"
33,"student","secondary","married","no","no","no","yes"
24,"student","tertiary","single","no","no","no","yes"
32,"management","tertiary","single","no","no","no","yes"
